arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.01,1,17,05,0.010265379715402388,1.0127822752449935,0.43755102040816324,0.6497168519290302,17.45689655172414,0.15492957746478872
testonly,0.01,1,17,06,0.010265379715402388,1.0127822752449935,0.9543147208121827,0.8208876960489746,25.77777777777778,0.29729729729729726
testonly,0.01,1,17,07,0.010265379715402388,1.0127822752449935,0.7329047340736411,0.6376635088730935,10.931832395247026,0.12837837837837837
testonly,0.01,1,17,08,0.010265379715402388,1.0127822752449935,0.8928571428571429,0.8717910581306275,17.76384535005225,0.17272727272727273
testonly,0.01,1,17,09,0.010265379715402388,1.0127822752449935,0.9980694980694981,0.9991039426523297,66.66666666666667,0.8
testonly,0.01,1,17,10,0.010265379715402388,1.0127822752449935,0.9578736208625878,0.9009428200480436,50.378787878787875,0.5137931034482759
testonly,0.01,1,17,11,0.010265379715402388,1.0127822752449935,0.9549071618037135,0.762317711238085,51.61290322580645,0.6666666666666666
testonly,0.01,1,17,12,0.010265379715402388,1.0127822752449935,0.9523809523809523,0.9088924427876323,39.02439024390244,0.5263157894736842
testonly,0.01,1,17,13,0.010265379715402388,1.0127822752449935,0.9184914841849149,0.7499134480223774,56.4516129032258,0.6666666666666666
testonly,0.01,1,17,14,0.010265379715402388,1.0127822752449935,0.7027624309392265,0.5459316067398132,35.49528301886792,0.1218954248366013
testonly,0.01,1,17,15,0.010265379715402388,1.0127822752449935,0.9738095238095238,0.7368485097074104,55.00000000000001,0.625
